Cell	20081128_sulston	20190417_ref-2_JIM529_L2	20181207_JIM529_L4	20181030_JIM529_L2	20181101_JIM529_L4	20190321_ref-2_JIM529_L2	20190423_ref-2_JIM529_L2	20190417_ref-2_JIM529_L8	20190417_ref-2_JIM529_L7
ABarapapaap	389	NA	NA	NA	NA	NA	NA	NA	NA
ABarapapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapapap	279	189.9	NA	228.7	270.6	269.2	213	193.3	NA
ABarapapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapapp	210	132.3	156.4	154.5	203.2	201.8	149.9	133.9	137.3
ABarapappa	319	220.3	NA	272.8	NA	316.3	242.7	223.7	NA
ABarapappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapappp	259	179.2	NA	208.6	254.4	255.7	202.5	177.6	NA
ABarapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapp	132	65.8	82.2	74.5	121.5	115.5	75.6	65.8	72.7
ABarappa	171	98.6	121.8	112	162.1	157.4	109.2	102.1	103.8
ABarappaa	229	142.3	170.2	165.9	212	213.6	157.5	147.3	145.7
ABarappaaa	304	201.8	NA	242.6	289.4	294.4	232.3	215.3	NA
ABarappaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappaap	314	208.5	NA	252.7	294.4	NA	229.3	223.7	NA
ABarappaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappap	219	138.9	165.2	162.2	210.6	206.8	151.4	142.3	144
ABarappapa	294	196.7	NA	236.3	283.1	275.9	215.9	205.1	NA
ABarappapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapap	404	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapp	299	198.4	NA	250.1	289.4	287.7	223.3	210.2	NA
ABarappappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappp	171	95.1	116.7	109.4	157.1	150.7	107.7	96.8	102.1
ABarapppa	220	133.9	162.6	159.7	203.2	201.8	151.4	137.3	144
ABarapppaa	294	200.1	NA	248.9	291.9	294.4	224.8	210.2	NA
ABarapppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppap	294	195	NA	246.4	279.4	277.6	218.8	200.1	NA
ABarapppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppp	219	133.9	160.2	157	202	200.1	149.9	135.6	138.9
ABarappppa	294	193.3	NA	237.5	283.1	275.9	217.4	201.8	NA
ABarappppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappppp	289	184.9	NA	228.7	269.4	267.5	209.9	193.3	NA
ABarapppppa	404	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarp	73	15.5	28.2	20.6	65	53.7	23.1	13.7	22.4
ABarpa	103	38	52.6	44.8	92.3	81.4	49.3	39.8	46.7
ABarpaa	132	62.3	79.6	73.1	119	113.9	75.6	64.1	71
ABarpaaa	171	102.1	125.7	123.6	173.3	165.8	125.8	103.8	108.8
ABarpaaaa	239	150.7	181.4	183.5	224.4	228.8	175.7	147.3	154.1
ABarpaaaaa	319	223.7	NA	294.2	NA	329.8	257.6	218.7	NA
ABarpaaaaal	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaaaar	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaaap	319	222	NA	282.8	NA	326.4	253.1	217	NA
ABarpaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaap	239	152.4	185.2	187.2	230.7	232.1	178.7	152.4	155.7
ABarpaaapa	314	225.4	NA	291.7	NA	323	259.1	NA	NA
ABarpaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaap	171	91.7	112.9	110.7	158.3	152.4	112.2	96.8	98.6
ABarpaapa	219	130.6	157.7	159.7	205.7	201.8	156	137.3	135.6
ABarpaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaapp	214	128.9	157.7	159.7	205.7	205.1	154.5	138.9	135.6
ABarpaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpap	132	62.3	79.6	74.5	121.5	113.9	77.2	65.8	71
ABarpapa	171	93.4	112.9	110.7	157.1	154.1	113.7	100.3	100.3
ABarpapaa	230	135.6	158.9	165.9	208.2	206.8	159	144	144
ABarpapaaa	319	208.5	NA	257.6	293.2	302.8	241.2	220.3	NA
ABarpapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaap	289	184.9	NA	231.2	266.9	270.8	217.4	196.7	NA
ABarpapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaapp	380	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapap	229	135.6	157.7	164.7	207	206.8	160.6	142.3	142.3
ABarpapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapp	171	93.4	112.9	110.7	162.1	152.4	112.2	96.8	100.3
ABarpappa	239	140.6	165.2	171	215.7	210.2	166.5	147.3	145.7
ABarpappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpappp	219	135.6	156.4	162.2	214.4	203.5	159	142.3	138.9
ABarpapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpp	103	39.8	53.9	46.1	93.6	83.1	50.9	39.8	46.7
ABarppa	132	64.1	82.2	74.5	124	115.5	77.2	65.8	72.7
ABarppaa	171	98.6	121.8	117.1	169.6	160.8	116.7	102.1	107.2
ABarppaaa	234	145.7	176.5	179.7	223.1	220.3	168.1	149	152.4
ABarppaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaap	229	140.6	168.9	169.6	216.9	215.3	163.6	145.7	147.3
ABarppaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaapp	434	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppap	171	100.3	123.1	117.1	168.4	162.5	116.7	102.1	107.2
ABarppapa	229	147.3	175.2	175.9	225.7	222	166.5	152.4	149
ABarppapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppapp	229	149	175.2	179.7	224.4	225.4	169.6	154.1	152.4
ABarppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppp	132	64.1	82.2	75.8	122.7	115.5	77.2	65.8	72.7
ABarpppa	171	96.8	120.6	115.9	160.8	155.7	113.7	102.1	105.5
ABarpppaa	234	142.3	172.7	179.7	214.4	215.3	163.6	150.7	149
ABarpppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppap	229	135.6	168.9	169.6	210.6	208.5	159	142.3	144
ABarpppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppapp	429	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppp	171	96.8	119.3	117.1	165.8	160.8	116.7	103.8	107.2
ABarppppa	229	142.3	168.9	178.5	221.9	220.3	165	149	149
ABarppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppppp	224	144	172.7	179.7	224.4	218.7	166.5	152.4	150.7
ABarpppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABp	33	0	0	0	31.6	18.9	0	0	0
ABpl	51	1.7	13.4	4.6	47.6	34.5	6.1	0	1.7
ABpla	73	15.5	28.2	20.6	65	53.7	23.1	13.7	22.4
ABplaa	103	38	52.6	43.5	91	79.7	47.8	38	45
ABplaaa	132	64.1	80.9	71.7	121.5	113.9	75.6	64.1	71
ABplaaaa	171	93.4	115.4	113.3	160.8	159.1	110.7	95.1	102.1
ABplaaaaa	229	138.9	166.4	172.2	214.4	213.6	159	140.6	145.7
ABplaaaaaa	319	222	NA	289.1	NA	309.6	244.2	222	NA
ABplaaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaap	294	193.3	NA	242.6	278.1	280.9	215.9	196.7	NA
ABplaaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaapp	384	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaap	229	135.6	164	169.6	212	215.3	157.5	138.9	144
ABplaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaap	171	96.8	116.7	114.6	160.8	159.1	113.7	96.8	102.1
ABplaaapa	239	144	170.2	174.7	215.7	217	168.1	144	149
ABplaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaapp	224	137.3	162.6	165.9	214.4	213.6	159	138.9	144
ABplaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaap	132	62.3	78.2	71.7	121.5	112.2	75.6	62.3	69.3
ABplaapa	171	95.1	112.9	110.7	162.1	157.4	110.7	96.8	102.1
ABplaapaa	229	137.3	161.4	167.2	214.4	210.2	157.5	138.9	145.7
ABplaapaaa	309	206.8	NA	263.9	NA	296.1	236.7	213.6	NA
ABplaapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapaap	289	198.4	NA	245	284.4	287.7	218.8	201.8	NA
ABplaapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapap	229	135.6	158.9	163.4	208.2	206.8	157.5	138.9	144
ABplaapapa	309	205.1	NA	260.2	295.7	296.1	235.3	205.1	NA
ABplaapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapp	284	188.3	NA	233.8	276.9	277.6	220.4	195	NA
ABplaapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapappp	394	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapp	171	91.7	111.6	106.9	155.9	152.4	106.1	91.7	98.6
ABplaappa	229	135.6	161.4	160.9	209.4	208.5	156	140.6	144
ABplaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaappp	214	128.9	156.4	154.5	202	201.8	148.4	135.6	135.6
ABplaapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplap	103	38	52.6	43.5	91	81.4	47.8	38	45
ABplapa	132	62.3	79.6	71.7	120.2	113.9	75.6	64.1	71
ABplapaa	171	96.8	118	113.3	163.3	157.4	112.2	98.6	103.8
ABplapaaa	219	137.3	165.2	167.2	212	208.5	157.5	142.3	147.3
ABplapaaaa	309	201.8	NA	256.4	295.7	289.4	230.8	208.5	NA
ABplapaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaaap	419	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaap	304	198.4	NA	250.1	290.6	289.4	221.9	208.5	NA
ABplapaaapa	419	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaapad	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaapav	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaap	219	138.9	167.7	171	213.2	213.6	160.6	142.3	149
ABplapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapap	171	93.4	112.9	106.9	159.6	154.1	109.2	93.4	100.3
ABplapapa	214	132.3	158.9	157	210.6	210.2	157.5	137.3	142.3
ABplapapaa	549	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapp	214	128.9	158.9	158.4	208.2	205.1	153	133.9	138.9
ABplapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappp	299	198.4	NA	243.8	NA	297.8	241.2	213.6	NA
ABplapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapppp	394	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppa	479	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapp	132	64.1	79.6	71.7	120.2	113.9	75.6	64.1	71
ABplappa	171	96.8	118	110.7	162.1	157.4	113.7	96.8	103.8
ABplappaa	214	138.9	165.2	162.2	213.2	211.9	160.6	140.6	145.7
ABplappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappap	214	138.9	167.7	160.9	212	210.2	157.5	138.9	145.7
ABplappapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappp	171	96.8	119.3	110.7	163.3	160.8	115.2	96.8	107.2
ABplapppa	229	140.6	170.2	168.4	216.9	217	165	144	152.4
ABplapppaa	309	211.9	NA	256.4	NA	314.6	250.2	222	NA
ABplapppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppap	289	195	NA	240.1	280.7	287.7	229.3	203.5	NA
ABplapppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppapp	404	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppp	229	142.3	171.4	167.2	220.7	217	165	145.7	152.4
ABplappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplp	73	15.5	29.5	20.6	65	53.7	23.1	13.7	22.4
ABplpa	103	39.8	52.6	44.8	91	81.4	49.3	39.8	46.7
ABplpaa	132	64.1	80.9	73.1	122.7	115.5	77.2	65.8	72.7
ABplpaaa	171	95.1	116.7	110.7	163.3	157.4	112.2	96.8	105.5
ABplpaaaa	219	133.9	158.9	159.7	210.6	206.8	156	137.3	144
ABplpaaaaa	289	193.3	NA	242.6	285.6	287.7	221.9	203.5	NA
ABplpaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaaap	284	189.9	NA	231.2	280.7	272.5	217.4	198.4	NA
ABplpaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaap	219	135.6	160.2	160.9	210.6	208.5	159	140.6	145.7
ABplpaaapa	304	206.8	NA	262.7	NA	301.1	238.2	223.7	NA
ABplpaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaapp	289	188.3	NA	232.5	281.9	272.5	221.9	198.4	NA
ABplpaaappa	409	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaap	171	93.4	114.2	109.4	162.1	155.7	110.7	96.8	103.8
ABplpaapa	224	133.9	160.2	162.2	212	206.8	157.5	138.9	144
ABplpaapaa	304	193.3	NA	242.6	289.4	279.3	220.4	201.8	NA
ABplpaapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapap	309	196.7	NA	240.1	286.9	282.6	226.3	205.1	NA
ABplpaapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapp	214	130.6	158.9	158.4	210.6	203.5	156	135.6	142.3
ABplpaappa	289	188.3	NA	230	283.1	275.9	224.8	193.3	NA
ABplpaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappp	279	184.9	NA	227.5	280.7	275.9	217.4	193.3	NA
ABplpaapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapppp	399	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpap	132	64.1	79.6	73.1	121.5	112.2	77.2	65.8	72.7
ABplpapa	171	93.4	115.4	109.4	159.6	154.1	112.2	96.8	103.8
ABplpapaa	219	138.9	165.2	164.7	214.4	211.9	162.1	144	147.3
ABplpapaaa	304	201.8	NA	246.4	290.6	292.7	233.7	213.6	NA
ABplpapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapaap	299	200.1	NA	246.4	290.6	292.7	227.8	211.9	NA
ABplpapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapap	219	132.3	161.4	160.9	210.6	206.8	159	140.6	145.7
ABplpapapa	284	191.6	NA	231.2	281.9	284.3	223.3	205.1	NA
ABplpapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapapp	294	186.6	NA	237.5	280.7	282.6	221.9	205.1	NA
ABplpapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapp	171	91.7	112.9	108.1	157.1	150.7	109.2	95.1	102.1
ABplpappa	209	127.2	153.9	154.5	203.2	196.7	151.4	135.6	140.6
ABplpappaa	264	170.8	NA	209.9	259.4	255.7	201	184.9	NA
ABplpappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappp	221	133.9	162.6	163.4	208.2	206.8	159	142.3	144
ABplpapppa	279	193.3	NA	240.1	283.1	282.6	223.3	201.8	NA
ABplpapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapppp	284	195	NA	245	279.4	287.7	226.3	208.5	NA
ABplpappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpp	103	39.8	52.6	43.5	91	81.4	49.3	38	46.7
ABplppa	132	65.8	82.2	73.1	125.3	115.5	78.7	65.8	74.5
ABplppaa	171	98.6	121.8	113.3	168.4	164.1	118.2	102.1	110.5
ABplppaaa	229	144	171.4	169.6	220.7	222	168.1	147.3	154.1
ABplppaaaa	299	193.3	NA	228.7	279.4	284.3	223.3	198.4	NA
ABplppaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaaap	404	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaap	234	140.6	166.4	167.2	218.2	217	163.6	147.3	150.7
ABplppaapa	309	208.5	NA	252.7	298.1	304.5	239.7	217	NA
ABplppaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaapp	304	201.8	NA	253.9	294.4	292.7	229.3	213.6	NA
ABplppaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppap	171	96.8	120.6	110.7	163.3	159.1	115.2	100.3	107.2
ABplppapa	229	138.9	166.4	163.4	213.2	213.6	160.6	144	145.7
ABplppapaa	289	195	NA	242.6	281.9	286	223.3	205.1	NA
ABplppapaaa	409	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapap	314	206.8	NA	252.7	298.1	301.1	238.2	217	NA
ABplppapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapp	229	140.6	167.7	163.4	219.4	215.3	163.6	145.7	149
ABplppappa	309	203.5	NA	248.9	295.7	296.1	236.7	215.3	NA
ABplppappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppappp	319	208.5	NA	251.3	NA	314.6	241.2	220.3	NA
ABplppapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppp	132	65.8	80.9	73.1	121.5	113.9	77.2	64.1	74.5
ABplpppa	171	95.1	115.4	108.1	159.6	154.1	109.2	96.8	105.5
ABplpppaa	224	137.3	161.4	159.7	209.4	208.5	156	138.9	147.3
ABplpppaaa	289	196.7	NA	245	285.6	291	223.3	210.2	NA
ABplpppaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaap	257	196.7	NA	237.5	286.9	286	218.8	208.5	NA
ABplpppaapa	434	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppap	224	137.3	160.2	160.9	208.2	208.5	157.5	137.3	147.3
ABplpppapa	274	180.9	NA	218.6	260.6	265.8	207	183.2	NA
ABplpppapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppp	171	93.4	114.2	106.9	158.3	152.4	109.2	96.8	103.8
ABplppppa	219	130.6	157.7	155.8	207	201.8	153	135.6	142.3
ABplppppaa	289	188.3	NA	228.7	280.7	280.9	214.4	198.4	NA
ABplppppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppap	279	186.6	NA	230	281.9	274.2	218.8	193.3	NA
ABplppppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppp	221	132.3	162.6	163.4	208.2	203.5	154.5	138.9	144
ABplpppppa	289	208.5	NA	255.2	289.4	297.8	227.8	217	NA
ABplpppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppppp	289	184.9	NA	235	275.7	NA	217.4	196.7	NA
ABplppppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpr	51	1.7	13.4	5.9	47.6	34.5	7.7	0	8.5
ABpra	73	15.5	28.2	22	65	52	23.1	13.7	22.4
ABpraa	103	38	52.6	44.8	89.7	79.7	47.8	38	46.7
ABpraaa	132	64.1	80.9	74.5	122.7	115.5	77.2	67.5	74.5
ABpraaaa	171	100.3	123.1	114.6	165.8	162.5	118.2	103.8	112.2
ABpraaaaa	234	147.3	172.7	172.2	216.9	218.7	168.1	150.7	157.4
ABpraaaaaa	314	213.6	NA	259	NA	304.5	241.2	223.7	NA
ABpraaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaaap	324	225.4	NA	282.8	NA	319.7	254.6	235.5	NA
ABpraaaaapd	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaap	224	138.9	165.2	162.2	212	211.9	160.6	144	150.7
