Cell	20081128_sulston	20190417_ref-2_JIM529_L2	20181207_JIM529_L4	20181030_JIM529_L2	20181101_JIM529_L4	20190321_ref-2_JIM529_L2	20190423_ref-2_JIM529_L2	20190417_ref-2_JIM529_L8	20190417_ref-2_JIM529_L7
ABpraaappa	64	59.3	NA	84.2	73.7	77.5	74.8	64.5	NA
ABpraaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaappp	44	40.2	NA	52.7	50	53.9	49.5	41.8	NA
ABpraaapppa	89	NA	NA	NA	NA	NA	75.8	71.4	NA
ABpraaapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapppp	89	57.9	NA	74.2	NA	80.8	68.5	64.6	NA
ABpraaappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraap	28	24.2	25.6	26.9	29.2	30.8	26.3	24.2	24.2
ABpraapa	38	31	35.8	38.8	40.5	43.5	36.5	32.8	31
ABpraapaa	57	38.7	44.5	52.6	47.2	51	43.8	42	40.1
ABpraapaaa	74	74.6	NA	100.6	84.8	87.6	83.6	73	NA
ABpraapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapaap	59	56.1	NA	75.4	69.8	68.9	64.2	64.5	NA
ABpraapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapap	57	40.3	47.1	50	43.6	46	43.8	40.3	38.4
ABpraapapa	79	66.2	NA	94.2	85	84.1	79.1	71.2	NA
ABpraapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapapp	59	51	NA	69.1	69.9	65.6	56.8	56.1	NA
ABpraapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapappp	104	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapp	38	27.6	32	33.5	38	36.7	30.5	29.3	29.3
ABpraappa	57	45.5	50.9	56.5	53.6	56.1	49.8	45.5	43.5
ABpraappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraappp	47	35.5	45.9	49	49.7	51	43.8	38.8	36.8
ABpraapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprap	29	20.8	23.1	21.4	23.2	26	23.1	22.5	22.6
ABprapa	28	24.2	27	26.9	29.2	30.8	24.7	26	24.2
ABprapaa	38	32.8	35.8	38.8	39.3	43.5	38.1	32.8	31
ABprapaaa	49	40.3	45.8	52.6	49.9	51	43.8	41.9	40.1
ABprapaaaa	87	66.1	NA	87.9	86.3	77.4	77.6	67.9	NA
ABprapaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaap	82	61.1	NA	87.9	78.6	74.1	68.7	64.5	NA
ABprapaaapa	119	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaap	52	45.3	49.6	57.6	54.8	57.9	52.8	46.9	43.4
ABprapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapap	38	27.6	32	34.9	36.8	36.7	32.1	29.3	27.5
ABprapapa	47	40.5	43.5	52.7	49.8	54.4	46.8	43.7	43.5
ABprapapaa	329	NA	NA	NA	NA	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapapp	47	37.2	41	47.7	46	49.4	45.3	40.3	40.2
ABprapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapappp	79	72.9	NA	91.6	91.1	96	86.6	78.1	NA
ABprapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapp	28	24.2	27	28.4	30.5	30.8	26.3	26	24.2
ABprappa	38	31	35.8	38.8	41.8	41.7	35	32.8	31
ABprappaa	45	42	44.7	51.2	49.8	51	45.3	41.9	41.8
ABprappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprappap	45	40.3	44.7	48.7	48.5	52.7	45.3	41.9	41.8
ABprappapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprappp	38	34.5	38.3	41.3	41.8	43.5	38	36.3	32.7
ABprapppa	57	43.5	50.8	60.1	53.6	56.2	51.3	46.9	43.6
ABprapppaa	79	71.3	NA	99.4	NA	104.3	83.5	84.8	NA
ABprapppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapppap	59	56.1	NA	70.4	64.9	79.1	59.7	61.2	NA
ABprapppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprapppp	57	43.5	50.8	61.2	54.8	59.6	49.8	48.5	43.6
ABprappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprp	21	12.1	14.8	13.4	16.1	17.4	13.9	13.8	13.8
ABprpa	29	22.5	23	21.5	24.5	24.3	23.1	20.8	20.8
ABprpaa	28	22.5	28.1	28.3	29.2	32.5	26.3	26	22.5
ABprpaaa	38	29.3	33.3	34.9	36.8	38.5	35	29.3	29.3
ABprpaaaa	49	37.1	42.1	47.7	46.1	47.8	40.8	38.7	38.5
ABprpaaaaa	67	56	NA	80.4	71.1	75.7	67.3	62.9	NA
ABprpaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaaap	67	54.3	NA	72.8	68.6	72.5	62.8	61.1	NA
ABprpaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaap	49	38.8	44.7	48.9	47.3	47.8	42.3	40.3	38.5
ABprpaaapa	87	76.2	NA	96.7	91.2	91	80.6	81.4	NA
ABprpaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaapp	67	52.6	NA	71.6	68.7	67.4	64.4	61.2	NA
ABprpaaappa	115	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaap	38	27.6	33.3	32.4	35.6	36.9	33.5	29.3	27.5
ABprpaapa	49	42.2	44.7	52.8	48.5	51	42.3	43.7	38.5
ABprpaapaa	77	62.9	NA	71.6	67.4	72.5	68.8	61.1	NA
ABprpaapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaapap	77	59.5	NA	80.4	72.4	80.8	65.9	62.8	NA
ABprpaapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaapp	42	38.8	42.1	47.7	47.4	47.7	40.8	40.3	36.8
ABprpaappa	81	59.4	NA	75.5	67.5	69	64.3	61.2	NA
ABprpaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaappp	74	52.7	NA	75.5	62.4	75.8	65.9	57.8	NA
ABprpaapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpap	28	22.5	26.9	26.9	27.9	30.8	26.3	24.2	22.5
ABprpapa	38	29.3	34.5	36.3	38	40.1	32	29.3	29.3
ABprpapaa	49	42.1	49.6	56.4	52.3	54.5	49.8	45.5	43.5
ABprpapaaa	81	62.9	NA	82.9	77.4	79.1	68.7	62.8	NA
ABprpapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapaap	77	62.9	NA	79.1	78.7	74.1	68.7	66.1	NA
ABprpapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapap	47	40.5	43.3	53.9	47.3	51.1	46.8	43.8	40.2
ABprpapapa	64	56.1	NA	77.9	68.7	72.3	65.8	61.1	NA
ABprpapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapapp	69	52.6	NA	74.1	66.2	72.3	61.4	57.7	NA
ABprpapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapp	38	25.9	33.3	33.8	35.5	35	30.5	27.6	27.5
ABprpappa	42	38.9	40.9	48.9	46	47.7	42.2	40.5	36.8
ABprpappaa	69	52.6	NA	72.7	61.1	72.4	58.4	57.6	NA
ABprpappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpappap	69	52.6	NA	72.7	64.9	69.1	60	61.1	NA
ABprpappapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpappp	49	40.5	44.5	51.6	46	49.4	43.8	42.2	38.5
ABprpapppa	67	57.7	NA	74.1	68.6	74	64.3	67.9	NA
ABprpapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpapppp	62	54.3	NA	71.6	72.4	74	65.9	64.6	NA
ABprpappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpp	29	22.5	23	22.7	24.5	26	23.1	22.5	20.8
ABprppa	28	24.2	29.4	28.4	30.4	32.4	29.4	26	24.2
ABprppaa	38	32.8	37	42.6	43	41.8	38	34.5	34.3
ABprppaaa	57	43.5	49.5	57.4	49.7	52.7	48.3	45.1	43.5
ABprppaaaa	67	47.6	NA	64.1	57.4	62.3	58.2	54.4	NA
ABprppaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaap	62	40.2	45.7	52.4	48.5	51	45.3	45.1	40.1
ABprppaapa	79	64.5	NA	84.2	81.3	79.1	70.1	79.6	NA
ABprppaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaapp	69	57.8	NA	79.2	72.4	75.7	68.8	64.6	NA
ABprppaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppap	38	31	34.5	37.5	38	38.4	35	31	29.3
ABprppapa	57	40.3	44.6	46.3	47.2	51	43.8	40.2	40.1
ABprppapaa	59	56.1	NA	74.1	68.6	74.1	62.7	59.5	NA
ABprppapaaa	119	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapap	84	66.1	NA	95.4	82.3	87.6	77.6	71.3	NA
ABprppapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapp	57	43.7	48.3	53.8	54.8	52.7	49.8	48.5	41.8
ABprppappa	74	61.1	NA	80.5	71.2	80.7	70.1	67.9	NA
ABprppappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppappp	89	66.2	NA	98.1	NA	94.2	83.5	79.6	NA
ABprppapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppp	28	24.2	26.9	28.4	27.9	30.8	26.3	26	24.2
ABprpppa	38	29.3	32	34.9	35.5	38.5	35	29.3	27.5
ABprpppaa	52	40.3	44.7	51.4	52.2	51.1	46.8	42	40.2
ABprpppaaa	64	59.5	NA	81.7	74.8	75.8	67.2	64.5	NA
ABprpppaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppaap	59	61.2	NA	81.7	72.3	79.1	70.2	66.1	NA
ABprpppaapa	149	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppap	52	38.7	45.8	53.9	49.8	51.1	46.8	42	40.2
ABprpppapa	49	44.2	NA	50.2	49.9	52.1	52.3	44.3	NA
ABprpppapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppp	38	27.5	32	34.9	34.4	36.9	32	29.3	27.5
ABprppppa	49	37.1	40.9	46.4	46	47.7	42.3	38.6	36.8
ABprppppaa	67	57.7	NA	76.6	71.2	74.1	65.9	57.8	NA
ABprppppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppppap	57	56	NA	74.1	67.4	67.3	64.3	57.8	NA
ABprppppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppppp	49	40.5	45.8	51.4	49.9	54.4	45.3	42	38.5
ABprpppppa	67	61.1	NA	91.6	78.6	82.5	70.3	66.1	NA
ABprpppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprpppppp	67	54.4	NA	76.6	63.6	70.6	64.4	56.1	NA
ABprppppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
C	23	5.1	16.1	NA	17.3	17.4	NA	NA	13.8
Ca	29	20.7	21.6	21.5	24.8	24.2	21.6	20.7	19.1
Caa	37	26.1	29.5	28.3	30.4	36	27.8	27.8	24.2
Caaa	27	29.4	33.3	37.8	38.2	40.2	32.2	31.1	31
Caaaa	51	38.8	47.2	50.3	53.5	51	45.3	43.8	38.7
Caaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caaap	56	38.8	47.2	47.7	49.9	51	40.8	42.2	37
Caaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caap	46	37.9	44.8	48	45.6	46.8	38.2	36.3	39.7
Caapa	147	98.1	NA	139.2	NA	138.7	115.6	118.4	NA
Caapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caapp	52	50.3	55.7	62.5	54.8	56.1	48.3	50.3	46.8
Caappd	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cap	37	27.8	36.2	33.6	36.7	42.7	33.9	33	31.2
Capa	54	48.2	49.8	56.8	51.8	58.6	50	46.4	44.5
Capaa	54	45.2	51.7	57.2	54.9	56.3	49.8	52	43.5
Capaaa	74	69.7	NA	84.3	NA	79.1	66.9	69.7	NA
Capaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capaap	84	71.3	NA	93.1	NA	87.5	77.4	86.5	NA
Capaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capap	54	45.2	53.1	55.9	56.1	54.6	51.3	53.6	43.5
Capapa	79	73	NA	81.8	NA	74.1	69.9	69.6	NA
Capapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capapp	85	76.4	NA	90.5	NA	87.5	77.4	79.7	NA
Capappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capp	61	38	44.8	49	43	50.2	45.5	39.7	37.8
Cappa	42	45.2	46.8	58.7	56	54.6	48.3	48.6	40.2
Cappaa	69	57.8	NA	74.3	73.8	67.2	59.6	61.2	NA
Cappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cappap	79	64.6	NA	84.3	NA	75.7	68.6	78.1	NA
Cappapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cappp	42	46.9	54.3	59.8	57.2	58	51.3	52	43.4
Capppa	79	61.2	NA	77.8	NA	79.2	67	69.6	NA
Capppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capppp	89	64.6	NA	95.6	NA	87.6	78.9	79.6	NA
Cappppd	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cp	29	20.7	23.1	20.1	23.7	24.2	21.6	20.7	19.1
Cpa	37	24.3	27	28.1	30.5	31	29.4	27.8	26
Cpaa	34	29.4	32.2	35.3	34.4	36.8	30.7	29.4	29.3
Cpaaa	49	38.9	48.6	54.1	56.1	56.1	46.8	43.9	40.3
Cpaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpaap	47	38.9	47.3	52.7	57.3	51	43.8	42.1	37
Cpaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpap	44	29.4	34.8	34	36.9	40.1	32	32.8	29.3
Cpapa	49	48.9	51	55.4	64.8	57.8	56	48.8	48.7
Cpapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpapp	54	50.5	54.7	62.9	59.8	59.5	51.4	47.2	40.3
Cpappd	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpp	37	29.5	32.4	33.6	33.1	41	32.4	29.5	29.5
Cppa	54	44.7	49.8	55.6	59.3	58.7	47.2	49.8	41.2
Cppaa	54	45.1	48	61	54.9	56.2	51.3	47	43.5
Cppaaa	74	61.2	NA	77.8	NA	82.5	68.5	69.7	NA
Cppaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppaap	84	69.6	NA	89.3	NA	87.5	78.9	81.5	NA
Cppaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppap	59	46.9	50.5	57.1	57.4	59.6	51.3	50.3	43.5
Cppapa	74	68	NA	76.8	NA	79.1	65.5	78.1	NA
Cppapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppapp	81	73	NA	95.6	NA	89.2	78.9	79.8	NA
Cppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppp	54	36.2	42.2	45.3	46.8	48.6	41.1	39.7	34.5
Cpppa	49	41.9	46.9	53.7	51.1	52.8	48.3	43.5	40.1
Cpppaa	69	56.1	NA	69.1	66.2	72.3	58.2	57.8	NA
Cpppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpppap	79	69.6	NA	76.6	76.2	77.5	73.1	68	NA
Cpppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpppp	49	46.9	54.4	57.4	57.4	57.9	55.8	45.1	45.2
Cppppa	79	57.8	NA	70.4	NA	79.1	65.5	66.2	NA
Cppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cppppp	89	64.6	NA	80.5	NA	84.1	80.4	76.4	NA
Cpppppd	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA	NA	NA	NA	NA
D	39	29.5	35.2	33.5	34.7	36.3	31	29.5	29.6
Da	45	38	40.3	44.8	41.9	52.2	43.1	41.5	39.6
Daa	47	42.3	47.4	57.8	52.6	54.5	48.2	42.3	40.5
Daaa	64	48.5	NA	61.5	57.4	67.4	57.1	49.2	NA
Daaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Daap	64	54.2	NA	67.7	62.5	69.1	58.5	56	NA
Daapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dap	37	37.3	42.3	48.8	46.4	47.6	42.2	38.9	33.8
Dapa	69	51.9	NA	62.9	59.9	62.2	57.1	56	NA
Dapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dapp	59	48.7	NA	64.1	58.6	55.6	49.6	50.3	43.5
Dappa	81	NA	NA	NA	NA	NA	71.5	65.8	NA
Dappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dappp	99	NA	NA	NA	NA	NA	86.3	77.5	NA
Dapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dp	45	38	40.3	47.3	45.8	53.9	44.6	41.5	36.3
Dpa	46	44	46	52.7	51.1	52.8	45.2	42.3	42.1
Dpaa	63	49.2	NA	64	65	64.1	61.5	54.4	NA
Dpaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dpap	65	49.2	NA	61.5	54.9	60.7	60	54.4	NA
Dpapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dpp	37	40.6	42.3	48.9	44.8	49.4	37.7	38.9	37.1
Dppa	64	48.5	NA	60.4	51	62.3	57.1	56	NA
Dppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dppp	59	45.3	NA	56.6	52.4	55.5	58.6	52.6	41.8
Dpppa	79	NA	NA	NA	NA	NA	77.3	69.1	NA
Dpppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dpppp	99	NA	NA	NA	NA	NA	86.3	NA	NA
Dppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
E	22	1.6	16.1	NA	17.4	17.4	NA	NA	10.2
EMS	22	NA	NA	NA	14.6	13.9	NA	NA	NA
Ea	43	38.2	37.8	35	39.1	43.2	38.6	36.5	36.5
Eal	54	41.5	43.2	43.9	47	50.6	46.1	41.5	39.7
Eala	73	59	63.7	68.1	77.5	73	66.3	65.8	55.6
Ealaa	123	NA	NA	133.4	NA	NA	113.2	NA	NA
Ealaad	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ealp	73	62.4	66.2	71.9	78.6	71.3	66.3	64.1	59
Ealpa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ear	54	43.3	41.8	45.2	47	54	44.6	38	38
Eara	73	62.3	68.7	78.1	81.2	79.6	72.3	64.2	60.6
Earaa	123	NA	NA	NA	NA	NA	116.1	NA	NA
Earaad	NA	NA	NA	NA	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Earp	73	63.9	66.2	78.1	78.6	81.4	72.3	67.6	64
Earpa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Earpp	313	NA	NA	NA	NA	NA	NA	NA	NA
Earppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ep	45	39.9	37.8	40.4	44.3	45	40.2	39.9	38.2
