Cell	20081128_sulston	20190417_ref-2_JIM529_L2	20181207_JIM529_L4	20181030_JIM529_L2	20181101_JIM529_L4	20190321_ref-2_JIM529_L2	20190423_ref-2_JIM529_L2	20190417_ref-2_JIM529_L8	20190417_ref-2_JIM529_L7
ABarappaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappaap	84	64.5	NA	85.5	81.1	NA	70.3	74.6	NA
ABarappaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappap	47	38.6	42	48.8	47.2	47.7	40.7	38.5	38.5
ABarappapa	74	56.1	NA	72.9	71.1	67.3	62.9	61.1	NA
ABarappapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapap	109	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappapp	79	57.8	NA	86.6	77.3	79.1	70.3	66.1	NA
ABarappappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappp	38	27.5	33.3	33.6	34.3	33.4	30.5	29.3	27.5
ABarapppa	48	37.1	44.5	48.9	44.8	49.4	42.2	38.7	40.2
ABarapppaa	73	64.5	NA	88	87.4	90.8	71.8	71.2	NA
ABarapppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppap	73	59.4	NA	85.5	74.9	74.1	65.8	61.1	NA
ABarapppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppp	47	37.1	42.1	46.3	43.6	47.6	40.7	37	35.1
ABarappppa	74	57.7	NA	79.1	79.9	74	66	64.5	NA
ABarappppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarappppp	69	49.3	NA	70.2	66.1	65.6	58.5	56	NA
ABarapppppa	114	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarapppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarp	21	12.1	14.8	14.7	16.1	17.4	15.4	12	13.9
ABarpa	29	20.8	23.1	22.7	25.8	26	24.6	24.2	22.6
ABarpaa	28	22.5	25.6	26.9	25.4	30.8	24.6	22.5	22.5
ABarpaaa	38	38	44.8	49	53.1	50.3	48.5	38	36
ABarpaaaa	67	46.8	54.4	58.7	49.8	61.3	48.3	41.8	43.5
ABarpaaaaa	79	71.2	NA	109.5	NA	99.4	80.4	69.6	NA
ABarpaaaaal	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaaaar	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaaap	79	69.6	NA	98.1	NA	95.9	75.9	68	NA
ABarpaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaap	67	48.6	58.1	62.3	56.1	64.6	51.3	46.9	45.1
ABarpaaapa	74	71.3	NA	103.2	NA	89.1	78.9	NA	NA
ABarpaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaap	38	27.6	32	36.2	38.1	36.9	35	31	25.8
ABarpaapa	47	37.1	43.4	47.6	46	47.7	42.3	38.7	35.3
ABarpaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaapp	42	35.5	43.4	47.6	46	51	40.8	40.3	35.3
ABarpaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpap	28	22.5	25.6	28.4	27.9	30.8	26.3	24.2	22.5
ABarpapa	38	29.3	32	34.9	34.3	38.5	35	32.8	27.5
ABarpapaa	58	40.5	44.7	53.9	49.8	51.1	43.8	41.9	41.9
ABarpapaaa	88	71.1	NA	90.4	83.7	94.3	80.6	74.6	NA
ABarpapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaap	58	47.5	NA	64	57.4	62.3	56.8	51	NA
ABarpapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaapp	90	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapap	57	40.5	43.4	52.6	48.6	51.1	45.3	40.2	40.2
ABarpapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapp	38	29.3	32	34.9	39.3	36.9	33.5	29.3	27.5
ABarpappa	67	45.5	50.9	59	52.3	56.1	52.8	48.7	43.5
ABarpappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpappp	47	40.5	42.2	50.1	51	49.4	45.3	43.7	36.8
ABarpapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpp	29	22.5	24.4	24.1	27.1	27.6	26.3	24.2	22.6
ABarppa	28	22.5	26.9	27	29.2	30.7	24.8	24.2	24.2
ABarppaa	38	32.8	38.3	41.3	44.3	43.6	38	34.5	32.7
ABarppaaa	62	45.3	53.4	61.2	52.2	57.8	49.8	45.2	43.6
ABarppaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaap	57	40.3	45.8	51.1	46	52.8	45.3	41.8	38.5
ABarppaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaapp	204	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppap	38	34.5	39.6	41.3	43.1	45.3	38	34.5	32.7
ABarppapa	57	45.2	50.7	57.5	56.1	57.9	48.3	48.6	40.2
ABarppapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppapp	57	46.9	50.7	61.2	54.8	61.3	51.3	50.3	43.6
ABarppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppp	28	22.5	26.9	28.3	27.9	30.7	24.8	24.2	24.2
ABarpppa	38	31	37.1	38.7	36.8	38.4	35	34.5	31
ABarpppaa	62	43.7	50.8	62.6	52.3	57.9	48.3	46.8	41.8
ABarpppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppap	57	37	47.1	52.5	48.5	51	43.8	38.5	36.8
ABarpppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppapp	199	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppp	38	31	35.8	39.8	41.8	43.6	38	36.3	32.7
ABarppppa	57	43.7	48.3	60.1	54.9	57.8	46.8	43.5	40.2
ABarppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarppppp	52	45.4	52.1	61.2	57.4	56.1	48.3	46.9	41.8
ABarpppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABarpppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABp	16	NA	NA	NA	13.3	13.8	NA	NA	NA
ABpl	17	0	12.1	NA	14.6	13.9	NA	NA	0
ABpla	21	12.1	13.5	14.7	16.1	17.4	15.4	12	19
ABplaa	29	20.8	23.1	21.5	24.5	24.3	23.1	22.5	20.9
ABplaaa	28	24.2	27	26.9	29.2	32.5	26.3	24.2	24.2
ABplaaaa	38	27.6	33.2	40.2	38.1	43.5	33.5	29.3	29.3
ABplaaaaa	57	43.8	49.7	57.6	52.3	52.7	46.8	43.8	41.8
ABplaaaaaa	89	81.4	NA	115.7	NA	94.3	83.6	79.6	NA
ABplaaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaap	64	52.7	NA	69.1	62.4	65.5	55.3	54.3	NA
ABplaaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaapp	89	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaap	57	40.5	47.3	55	49.9	54.5	45.3	42.1	40.2
ABplaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaap	38	31	34.5	41.5	38.1	43.5	36.5	31	29.3
ABplaaapa	67	45.4	52.1	58.7	53.6	56.1	52.8	45.4	45.2
ABplaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaapp	52	38.7	44.5	50	52.3	52.7	43.8	40.3	40.2
ABplaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaap	28	22.5	24.3	26.9	29.2	30.8	26.3	22.5	22.5
ABplaapa	38	31	33.3	37.6	39.3	43.5	33.5	32.7	31
ABplaapaa	57	40.5	47.2	55.1	51	51	45.3	40.3	41.8
ABplaapaaa	79	67.9	NA	95.4	NA	84.2	77.6	73	NA
ABplaapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapaap	59	59.5	NA	76.6	68.6	75.7	59.8	61.2	NA
ABplaapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapap	57	38.8	44.7	51.4	44.8	47.7	45.3	40.3	40.2
ABplaapapa	79	67.7	NA	95.5	86.2	87.6	76.3	64.5	NA
ABplaapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapp	54	51	NA	69.1	67.4	69.1	61.4	54.4	NA
ABplaapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapappp	109	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapp	38	27.6	32	33.8	33.2	38.5	28.8	27.6	27.5
ABplaappa	57	42.1	48.5	52.8	52.3	54.4	48.3	47.1	43.7
ABplaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaappp	42	35.5	43.5	46.4	44.9	47.7	40.7	42.1	35.3
ABplaapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplaapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplap	29	20.8	23.1	21.5	24.5	26	23.1	22.5	20.9
ABplapa	28	22.5	25.6	26.9	27.9	30.8	26.3	24.2	24.2
ABplapaa	38	32.7	37	40.2	41.8	41.9	35	32.8	31
ABplapaaa	47	38.7	45.8	52.6	47.4	49.4	43.8	42	41.8
ABplapaaaa	89	62.9	NA	87.9	82.5	79.1	71.8	64.5	NA
ABplapaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaaap	109	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaap	84	59.5	NA	81.6	77.4	79.1	62.9	64.5	NA
ABplapaaapa	114	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaapad	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaapav	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaap	47	40.3	48.3	56.4	48.5	54.5	46.8	42	43.5
ABplapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapap	38	29.3	32	33.8	38	38.5	32	27.6	27.5
ABplapapa	42	37.2	44.7	48.9	49.7	54.5	46.8	42.2	40.2
ABplapapaa	334	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapp	42	33.8	44.7	50.3	47.3	49.4	42.3	38.8	36.8
ABplapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappp	84	67.8	NA	84.1	NA	91	86.6	78	NA
ABplapapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapapppp	94	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppa	84	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapp	28	24.2	25.6	26.9	27.9	30.8	26.3	24.2	24.2
ABplappa	38	31	37	37.6	40.5	41.9	36.5	31	31
ABplappaa	42	40.3	45.8	50.1	49.8	52.8	45.3	42	40.1
ABplappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappap	42	40.3	48.3	48.9	48.6	51	42.3	40.3	40.1
ABplappapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappp	38	31	38.3	37.6	41.8	45.3	38	31	34.5
ABplapppa	57	42	49.5	56.4	52.3	54.5	48.3	45.4	43.6
ABplapppaa	79	69.6	NA	86.7	NA	95.9	83.6	76.3	NA
ABplapppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppap	59	52.6	NA	70.5	62.5	69	62.8	57.8	NA
ABplapppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplapppp	57	43.7	50.8	55.1	56.1	54.5	48.3	47	43.6
ABplappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplp	21	12.1	14.8	14.7	16.1	17.4	15.4	12	19
ABplpa	29	22.5	21.8	22.7	24.5	26	24.6	24.2	22.6
ABplpaa	28	22.5	27	26.9	30.4	32.4	26.3	24.2	24.2
ABplpaaa	38	29.3	34.5	36.2	39.3	40.2	33.5	29.3	31
ABplpaaaa	47	37.1	40.9	47.6	46	47.7	42.3	38.7	36.8
ABplpaaaaa	69	57.7	NA	81.6	73.6	79.1	64.4	64.6	NA
ABplpaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaaap	64	54.3	NA	70.2	68.6	64	59.9	59.5	NA
ABplpaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaap	47	38.8	42.1	48.9	46	49.4	45.3	42	38.4
ABplpaaapa	84	69.5	NA	100.5	NA	90.9	77.6	81.3	NA
ABplpaaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaapp	69	51	NA	70.3	69.8	62.3	61.3	56.1	NA
ABplpaaappa	119	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaap	38	27.6	32	34.9	38	38.4	32	29.3	29.3
ABplpaapa	52	38.8	44.7	51.4	48.6	49.4	45.3	40.3	38.5
ABplpaapaa	79	57.7	NA	79.1	76.1	70.8	61.4	61.2	NA
ABplpaapaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapap	84	61.1	NA	76.6	73.6	74.1	67.3	64.5	NA
ABplpaapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapp	42	35.5	43.5	47.7	47.2	46	43.8	37	36.8
ABplpaappa	74	56	NA	70.3	71.1	70.7	67.3	56	NA
ABplpaappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappp	64	52.6	NA	67.8	68.6	70.7	59.9	56	NA
ABplpaapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpap	28	22.5	25.6	26.9	29.2	29.1	26.3	24.2	24.2
ABplpapa	38	27.6	34.5	34.9	36.8	40.1	33.5	29.3	29.3
ABplpapaa	47	43.8	48.4	53.9	53.6	56.2	48.3	45.4	41.8
ABplpapaaa	84	61.2	NA	80.5	74.9	79.1	70.1	67.9	NA
ABplpapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapaap	79	59.5	NA	80.5	74.9	79.1	64.2	66.2	NA
ABplpapaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapap	47	37.2	44.7	50.2	49.7	51.1	45.3	42	40.1
ABplpapapa	64	57.6	NA	69	69.8	75.8	62.7	62.7	NA
ABplpapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapapp	74	52.6	NA	75.3	68.6	74.1	61.3	62.7	NA
ABplpapappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapp	38	25.9	32	33.5	34.3	36.7	30.5	27.5	27.5
ABplpappa	37	33.8	39.7	45	44.8	44.2	40.7	38.8	36.8
ABplpappaa	54	41.9	NA	54.1	54.9	57.2	48	47.5	NA
ABplpappaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappp	49	40.5	48.3	54	49.8	54.4	48.3	45.5	40.2
ABplpapppa	57	57.7	NA	75.4	73.7	74.1	62.7	57.8	NA
ABplpapppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpapppp	62	59.4	NA	80.3	69.9	79.1	65.7	64.5	NA
ABplpappppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpp	29	22.5	21.8	21.5	24.5	26	24.6	22.5	22.6
ABplppa	28	24.2	28.3	28.3	33	32.4	27.8	26	26
ABplppaa	38	31	38.3	38.8	41.8	46.8	38	34.5	34.3
ABplppaaa	57	43.7	48.3	55	51	56.1	48.3	43.5	41.8
ABplppaaaa	69	47.6	NA	57.6	57.4	60.6	53.7	49.4	NA
ABplppaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaap	62	40.3	43.3	52.6	48.5	51.1	43.8	43.5	38.4
ABplppaapa	74	66.1	NA	84.2	78.7	85.8	74.6	68	NA
ABplppaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaapp	69	59.5	NA	85.5	74.9	74	64.3	64.6	NA
ABplppaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppap	38	29.3	37.1	36.2	36.7	41.8	35	32.8	31
ABplppapa	57	40.3	44.6	51.4	48.5	52.7	43.8	41.9	36.8
ABplppapaa	59	54.4	NA	77.9	67.4	70.6	61.2	59.4	NA
ABplppapaaa	119	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapap	84	66.2	NA	88	83.7	85.8	76.1	71.3	NA
ABplppapapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapp	57	42	45.8	51.4	54.8	54.5	46.8	43.5	40.2
ABplppappa	79	61.1	NA	84.2	75	79.1	71.6	68	NA
ABplppappaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppappp	89	66.1	NA	86.6	NA	97.6	76.1	73	NA
ABplppapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppp	28	24.2	27	28.3	29.2	30.8	26.3	24.2	26
ABplpppa	38	27.5	33.2	33.5	36.8	38.5	30.5	31	29.3
ABplpppaa	52	40.5	44.7	50.2	48.5	52.8	45.3	40.3	40.1
ABplpppaaa	64	57.7	NA	84.1	75	80.8	65.8	69.6	NA
ABplpppaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaap	32	57.7	NA	76.6	76.2	75.8	61.3	67.9	NA
ABplpppaapa	176	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppap	52	40.5	43.4	51.5	47.3	52.8	46.8	38.7	40.1
ABplpppapa	49	42	NA	56.4	51.2	55.6	48	44.2	NA
ABplpppapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppp	38	25.9	32	32.4	35.6	36.9	30.5	31	27.5
ABplppppa	47	35.5	42.2	47.7	47.4	47.7	42.3	37	36.8
ABplppppaa	69	56	NA	71.6	72.5	77.3	59.9	61.1	NA
ABplppppaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppap	59	54.2	NA	73	73.6	70.6	64.3	56	NA
ABplppppapa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppp	49	37.2	47.1	55.3	48.5	49.4	43.8	40.3	38.5
ABplpppppa	67	74.6	NA	90.5	79.9	92.7	71.8	76.4	NA
ABplpppppaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplpppppp	67	51	NA	70.3	66.2	NA	61.4	56.1	NA
ABplppppppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpr	17	0	12.1	NA	14.6	13.9	NA	NA	6.8
ABpra	21	12.1	13.5	14.8	16.1	15.7	13.9	12	12
ABpraa	29	20.8	23.1	21.4	23.2	26	23.1	22.5	22.6
ABpraaa	28	24.2	27	28.4	31.7	34	27.9	27.7	26
ABpraaaa	38	34.5	40.8	38.8	41.8	45.3	39.5	34.5	36
ABpraaaaa	62	45.2	48.2	56.2	49.9	54.6	48.3	45.1	43.5
ABpraaaaaa	79	64.6	NA	85.6	NA	84.1	71.6	71.2	NA
ABpraaaaaaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaaap	89	76.4	NA	109.4	NA	99.3	85	83.1	NA
ABpraaaaapd	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaap	52	36.8	40.7	46.2	45	47.8	40.8	38.5	36.7
ABpraaaapa	79	59.5	NA	81.6	78.6	79.1	65.7	64.5	NA
ABpraaaapad	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaapp	59	56.1	NA	69.1	61.1	67.2	62.7	59.4	NA
ABpraaaappa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaap	38	27.6	33.2	33.6	38	36.8	32	29.3	29.3
ABpraaapa	52	40.5	45.8	52.7	48.6	51.1	46.8	42	40.1
ABpraaapaa	64	74.6	NA	88	83.6	84.1	70.2	67.9	NA
ABpraaapaad	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapap	74	57.6	NA	72.8	72.4	75.8	65.7	61.1	NA
ABpraaapapa	104	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABpraaapp	42	33.8	39.7	43.8	39.8	42.7	39.2	35.3	33.3
